metric,control_rate,treatment_rate,abs_lift_pp,p_value,ci_lo_pp,ci_hi_pp
retention_1,0.4481485624790245,0.44222144050655177,-0.5927121972472749,0.07335120786246173,-1.2414678255981613,0.05604343110361164
retention_7,0.1901107506432487,0.18193210799401988,-0.8178642649228823,0.001599704708439017,-1.325834441411707,-0.3098940884340577
